"","district","DistrictName.y","year","district_year","bodilyHarm","robberyFromOrOutOfCars","robberyOfCars","dangerousBodilyHarm","violentCrime","murderAndManslaughter","robberyIncludingExtortionAndAttackOfCarDrivers","vandalism","vandalismGraffiti","streetCrime","burglaryDaylight","burglary","HusbandAndWifeTotal","PropwHochschulreife","PropwoHauptschulabschluss","UnemployedTotal","UnemployedTotal15to25","UnemployedPercentage","TotalArea","TotalPopulation","MalePopulation","FemalePopulation","DensityPerSQRTkm","Pop0to17","Pop18to24","Pop25to44","Pop45to64","PopOver65","InfluxTotal","OutflowTotal","BelieversProtestant","BelieversTotal","BelieversRomanCatholic","BelieversOthersNoNoResponse","EntitledVoteTotal","TurnoutPercentage","VoteConservativesTotal","VoteSocialDemocratsTotal","VoteGreensTotal","VoteLiberalsTotal","VoteLeftTotal","VoteOthersTotal","FoundationsDensity100k","FoundationsTotal"
"244",9188,"Starnberg",2013,"9188y2013",285,174,16,91,124,3,19,629,93,4272,51,123,846,45.3,3.5,1809,118,3.3,487.71,130811,62863,67948,268,18.2,7,22.1,30.1,22.6,10579,9216,23372,127133,55594,48166,95828,78.2,34797,12384,8359,7777,1948,9332,38.2,49
"245",9189,"Traunstein",2013,"9189y2013",593,181,25,163,195,6,19,871,133,7277,17,45,982,23.9,3.9,2829,291,3.6,1534,170364,83288,87076,111,16.8,8,23,30,22.2,11631,10374,19171,168509,116485,32854,132287,69.2,51554,13634,8247,3986,2763,10649,18.4,31
"246",9190,"Weilheim-Schongau",2013,"9190y2013",424,67,19,87,104,1,14,710,103,4593,19,50,615,24.7,3.6,1952,225,3.2,966.38,130387,64322,66065,135,17.8,7.9,23.1,30.4,20.7,8588,7561,16911,128761,78671,33180,100076,72.7,36393,12396,5988,3347,2362,11721,22.5,29
"247",9261,"Landshut",2013,"9261y2013",774,177,15,192,236,1,38,798,37,6815,20,62,300,31.5,3.2,1693,157,5.5,65.81,66179,31659,34520,1006,15.1,8.6,27.5,27.6,21.3,5933,4809,7780,63544,37363,18401,48500,65.6,15567,5800,2996,1736,1286,4210,23.3,15
"248",9262,"Passau",2013,"9262y2013",421,114,11,113,148,6,27,398,36,5095,20,34,340,30.8,3.7,1395,131,6.3,69.57,49454,23239,26215,711,13.3,12.2,26,26.7,21.9,4243,3629,5389,48649,33326,9934,37827,64.1,11518,4906,2127,1413,1191,2908,61.7,30
"249",9263,"Straubing",2013,"9263y2013",423,201,12,113,154,1,23,404,28,4114,12,34,247,36.4,5,1369,165,6.4,67.58,45502,22636,22866,673,14.1,8.2,26.6,29.9,21.1,3385,2763,6108,44488,28411,9969,34677,57.8,10826,3577,976,929,868,2722,29.1,13
"250",9271,"Deggendorf",2013,"9271y2013",575,209,20,154,185,4,17,728,99,5683,25,80,568,23,3.6,2151,234,3.8,861.3,115374,57071,58303,134,16.6,8.5,24.6,31.1,19.1,8078,7094,10479,114454,87320,16655,91396,60.7,30903,9082,2542,2220,1776,8549,17.4,20
"251",9272,"Freyung-Grafenau",2013,"9272y2013",234,48,20,52,63,0,4,220,1,2131,1,6,369,23.5,3,1637,162,4.5,984.14,77626,38426,39200,79,16.2,8.2,23,32.6,20,3401,3314,3177,78172,68606,6387,63686,60.3,21578,6356,1523,1337,1331,6005,11.5,9
"252",9273,"Kelheim",2013,"9273y2013",403,140,19,128,144,0,10,487,52,3743,18,47,551,25,3.8,1870,213,3.3,1065.98,115232,57764,57468,108,18,8.5,25.4,30.2,17.9,7340,6064,10732,112752,80022,21999,87035,67.3,31979,9895,3352,2457,1662,8841,19.4,22
"253",9274,"Landshut",2013,"9274y2013",495,147,19,115,140,2,18,539,60,4336,23,61,666,12.3,3.2,2234,254,3,1347.91,150316,75767,74549,112,18.2,8.1,25,31.1,17.6,10227,8741,12456,147161,109004,25701,115738,70.2,44523,11465,5079,3796,2213,13581,23.3,15
"254",9275,"Passau",2013,"9275y2013",555,243,22,124,150,4,17,640,32,6221,30,92,820,20.4,3.4,3793,430,4.3,1530.29,185671,91391,94280,121,16.5,7.9,23.7,31.3,20.5,10650,9306,13774,184190,149721,20695,148565,62.7,51247,16705,4768,3785,3208,12666,61.7,30
"255",9276,"Regen",2013,"9276y2013",252,65,7,58,71,3,3,294,26,2368,5,8,436,16.5,3.3,1569,139,4.3,974.91,76257,37813,38444,78,15.8,7.9,23.4,32.2,20.7,3678,3424,4108,76782,65721,6953,62635,60.7,21036,6958,1496,1441,1149,5576,55,75
"256",9277,"Rottal-Inn",2013,"9277y2013",443,130,18,137,161,10,8,542,16,3691,15,43,527,20,3.9,2217,284,4,1281.42,117654,58380,59274,92,17.1,8.1,23.8,30.5,20.5,6952,6282,8331,116634,92211,16092,91941,64.3,35112,8436,3076,2330,1579,8048,9.4,11
"257",9278,"Straubing-Bogen",2013,"9278y2013",265,90,16,53,65,1,4,283,17,2700,9,22,425,18.6,2,1560,180,3.3,1201.94,97323,48597,48726,81,17.7,8.1,24.5,31.4,18.3,6747,6007,6760,95852,78336,10757,76461,69.9,32025,7255,1852,2283,1280,8300,7.3,7
"258",9279,"Dingolfing-Landau",2013,"9279y2013",364,91,13,91,104,1,8,372,24,3199,9,28,404,24.4,2.7,1410,179,2.9,877.79,92565,47210,45355,105,16.8,8.8,25.4,30.8,18.2,7156,5737,7733,90156,67624,14799,71367,62.7,25389,7190,1920,1865,1174,6853,7.7,7
"259",9361,"Amberg",2013,"9361y2013",279,112,13,58,78,0,17,395,35,3009,20,38,210,33.5,6.8,1398,148,6.9,50.13,41592,20353,21239,830,15,7.9,24.7,30,22.3,2472,2254,8130,41911,25958,7824,33306,61.1,9671,4708,1325,912,963,2634,62.2,44
"260",9362,"Regensburg",2013,"9362y2013",1178,555,61,323,441,5,94,1321,149,14174,55,130,1014,37.5,4.7,3629,323,5.3,80.7,140276,67035,73241,1738,14.1,10.7,32.2,25.1,17.9,12242,10333,19482,135403,77058,38863,103098,66.4,28921,14225,9009,3593,3433,8838,55,75
"261",9363,"Weiden i.d.OPf.",2013,"9363y2013",406,110,16,106,134,6,20,479,56,3572,18,36,225,31.7,3.2,1611,170,8,70.54,41726,19765,21961,592,15.2,8,24.5,29.5,22.8,2452,2246,7619,41746,26317,7810,33252,62.4,9708,5370,1084,819,1027,2551,35.9,15
"262",9371,"Amberg-Sulzbach",2013,"9371y2013",238,111,14,77,95,0,12,412,31,2963,12,25,429,10.8,2.5,1885,221,3.7,1255.76,103074,51248,51826,82,16.7,8.3,23.1,32.1,19.8,4874,4757,23695,103901,68766,11441,82545,70.9,29543,13189,3109,2094,1999,8001,21.2,22
"263",9372,"Cham",2013,"9372y2013",404,201,31,96,108,0,6,614,52,5482,12,30,613,19.2,2,2453,291,4,1520.16,125553,62483,63070,83,16.4,8.1,24.4,31.5,19.7,5887,5436,6520,125689,108786,10383,102044,64.3,37506,9622,2718,2560,1871,10579,10.4,13
"264",9373,"Neumarkt i.d.OPf.",2013,"9373y2013",391,224,22,98,110,2,4,504,45,4078,17,48,562,22.6,2.5,1739,181,2.8,1344.12,127826,64011,63815,95,17.7,8.6,24.5,31.3,18,6926,6045,17967,126436,90414,18055,99295,72.7,40859,11139,4563,2627,2090,10310,18.9,24
"265",9374,"Neustadt a.d.Waldnaab",2013,"9374y2013",329,89,26,96,114,2,7,316,25,3452,3,11,404,17.2,3.8,2198,255,4.7,1427.67,95447,47339,48108,67,16.9,8.3,23.6,31.9,19.2,4909,5144,12712,96316,75033,8572,76694,71.8,28234,12508,2315,1740,1678,8048,11.4,11
"266",9375,"Regensburg",2013,"9375y2013",438,242,30,92,118,4,13,642,69,4742,29,58,759,13.7,2.8,2709,294,2.9,1391.9,185980,92504,93476,134,17.6,7.9,24.9,31.8,17.8,12346,10621,17929,182289,136024,28336,145722,71,53635,18677,6750,4242,3184,16132,55,75
"267",9376,"Schwandorf",2013,"9376y2013",510,220,35,145,172,1,18,548,11,5194,8,35,703,24.8,2.5,2783,342,4,1464.98,143060,71491,71569,98,16.4,8.2,24.6,31.2,19.5,8013,7367,11973,142407,113076,17357,114345,66.2,38947,17444,3209,2141,2634,10569,11.9,17
"268",9377,"Tirschenreuth",2013,"9377y2013",182,62,24,37,54,2,9,264,23,2705,2,18,329,14.5,3.8,1892,195,5.4,1084.23,73457,36343,37114,68,15.9,8.1,22.6,31.8,21.5,2945,3004,7571,74867,61230,6065,60457,71.2,24184,8606,1673,1394,1277,5494,13.4,10
"269",9461,"Bamberg",2013,"9461y2013",536,110,17,146,182,5,24,874,107,5540,13,22,449,55.4,3.1,1937,173,5.8,54.62,71167,33421,37746,1303,14.1,10.8,27.9,26.7,20.5,5903,5438,13703,70635,40190,16742,54621,66,14843,7926,4740,1909,1966,4402,62.2,44
"270",9462,"Bayreuth",2013,"9462y2013",459,138,18,168,216,9,25,679,120,5018,12,32,218,42.8,3.9,2332,182,7.1,66.9,71572,34364,37208,1070,13,13.7,25.6,26.4,21.3,6302,6005,35505,70808,18265,17038,56951,66,16489,9312,3458,2506,1420,4173,80,57
"271",9463,"Coburg",2013,"9463y2013",387,90,8,94,132,12,21,525,76,3381,8,26,278,36.2,5.3,1322,140,6.9,48.29,40994,19715,21279,849,14.4,8.6,24.4,29.6,23,2800,2610,21877,41023,8130,11016,32384,66.4,8557,6158,2002,1124,1109,2397,53.7,22
"272",9464,"Hof",2013,"9464y2013",491,84,8,125,173,2,38,508,46,4327,15,35,188,34,6,1572,125,7.9,58.03,44522,21080,23442,767,14.7,7.9,23.5,29.4,24.4,3121,2764,23175,44759,8414,13170,34371,63.3,9880,5396,1332,904,1163,2817,60.7,27
"273",9471,"Bamberg",2013,"9471y2013",449,149,19,154,173,3,8,515,38,4170,13,41,670,NA,3.1,2491,286,3.4,1167.84,144425,71904,72521,124,17.5,8.3,24.9,31.8,17.6,8522,7602,20624,143610,105881,17105,115365,72,44529,14703,4789,3311,2994,11982,62.2,44
"274",9472,"Bayreuth",2013,"9472y2013",287,122,15,68,84,1,8,368,31,3206,9,25,548,11.6,3.5,2178,218,4.2,1273.78,104637,51537,53100,82,16.5,7.6,23.2,31.9,20.8,5168,4984,53825,105395,37966,13605,85455,72.3,32024,14411,3315,2338,1803,7447,80,57
"275",9473,"Coburg",2013,"9473y2013",294,59,17,82,108,8,11,480,96,2927,4,19,343,19.6,5.7,2002,222,4.7,590.47,86719,42685,44034,147,15.7,7.5,22.6,32.3,22,4811,4672,56464,87775,15679,15632,70831,70.8,22842,13999,2887,1990,2088,5952,53.7,22
"276",9474,"Forchheim",2013,"9474y2013",326,67,6,79,99,9,8,444,45,3240,8,24,584,28.7,3.1,2070,237,3.7,642.79,113424,55927,57497,176,17.2,8.1,23.7,32.2,18.9,5994,5732,27572,112738,65438,19728,89546,73.9,33037,12768,5174,3204,2273,9287,15.9,18
"277",9475,"Hof",2013,"9475y2013",394,79,16,83,103,4,14,589,74,4540,11,39,395,22.7,4.3,2268,236,5.1,892.52,97096,47063,50033,109,15.1,7.1,21,32.1,24.8,4820,4834,67791,99371,15122,16458,79530,70.7,27075,14320,2853,2042,2518,6956,60.7,27
"278",9476,"Kronach",2013,"9476y2013",260,47,8,81,108,8,12,378,60,2818,1,10,284,27.3,4.2,1697,166,5,651.53,68484,33604,34880,105,14.7,7,22.6,33,22.7,2888,3052,22874,69928,39351,7702,56888,69.8,20168,10551,1420,1355,1218,4553,25.9,18
"279",9477,"Kulmbach",2013,"9477y2013",360,65,8,84,109,7,9,423,38,3090,7,13,371,28.2,8.6,2010,186,5.6,658.34,72898,35570,37328,111,15.3,7.1,22.4,32.7,22.5,3356,3193,44050,74071,19238,10782,60507,69.9,20563,10679,2233,1524,1667,5270,32.6,24
"280",9478,"Lichtenfels",2013,"9478y2013",355,38,7,93,130,12,22,443,42,3008,1,8,304,21.3,5.6,1701,180,5.1,519.95,66644,32663,33981,128,15.7,7.9,23.1,31.9,21.4,3175,3308,18815,67297,40128,8354,54755,69,20285,7831,1757,1333,1195,4983,11.9,8
"281",9479,"Wunsiedel i.Fichtelgebirge",2013,"9479y2013",372,94,11,77,93,1,11,479,22,4231,5,16,326,26.5,5.5,2009,166,6,606.43,73783,35495,38288,122,14.2,7,20.6,32.4,25.9,3422,3556,42342,76044,20340,13362,60668,67.4,18264,11690,2130,1472,1938,4887,25.2,19
"282",9561,"Ansbach",2013,"9561y2013",266,81,7,72,97,4,17,315,43,2772,2,8,203,39.6,2.9,1075,138,5.5,99.91,39839,18895,20944,399,15.7,8.3,25,29.4,21.6,2854,2515,20846,39491,9538,9107,31234,62.1,7735,5235,1942,815,1017,2487,63.1,25
"283",9562,"Erlangen",2013,"9562y2013",626,130,24,186,228,5,30,880,112,6969,20,45,436,49.9,3.8,2487,209,4.7,76.95,105624,51877,53747,1373,15.4,10.2,30.3,25.7,18.4,9018,8942,34370,103719,32184,37166,76971,74.2,20905,14538,7996,3420,3010,6883,30.7,32
"284",9563,"Fürth",2013,"9563y2013",527,230,14,177,251,8,45,822,175,6691,39,93,579,28.9,7.9,4633,452,7.9,63.35,119808,58052,61756,1891,16,8,28.4,29.2,18.4,9817,8252,42914,115613,28643,44056,85689,65.2,19880,15851,5899,2636,3902,7239,30,35
"285",9564,"Nürnberg",2013,"9564y2013",4218,1370,107,1454,1914,25,359,4957,866,44755,236,538,2396,29.8,7.5,21302,2101,8.8,186.37,498876,240640,258236,2677,15,8.5,29,27,20.5,36195,32340,155272,486314,133050,197992,348914,66.9,85719,64154,25157,11221,15305,29662,44.5,218
"286",9565,"Schwabach",2013,"9565y2013",140,36,8,33,40,2,3,282,17,1850,4,13,171,37.2,4.7,969,108,5.2,40.82,39546,19126,20420,969,16.6,7.7,24.2,29.9,21.6,2628,2112,15705,38469,11348,11416,29916,70.8,8910,5519,1992,1016,954,2613,20.7,8
"287",9571,"Ansbach",2013,"9571y2013",537,396,18,146,186,8,21,730,38,6310,15,43,879,18.6,6.5,3090,351,3.5,1971.84,178914,89141,89773,91,17.7,8.5,23.8,30.9,19.1,10786,9804,108479,178353,44406,25469,139866,69.6,46397,19895,8078,4882,3635,13523,63.1,25
"288",9572,"Erlangen-Höchstadt",2013,"9572y2013",290,114,14,82,104,5,10,611,124,3885,27,67,586,37.6,2.4,1780,190,2.8,564.66,132012,65421,66591,234,17.6,7.6,24.2,31.6,19,8703,8047,46544,130395,53566,30285,102535,76.1,35035,18100,7399,4020,2830,10113,4.6,6
"289",9573,"Fürth",2013,"9573y2013",215,114,12,71,87,0,13,380,69,3010,27,71,497,39.5,2.1,2140,198,3.9,307.55,114513,55631,58882,372,16.4,7.1,23.3,31.7,21.4,15534,14710,55308,112786,28315,29163,90538,74.7,29075,17166,5747,3201,2921,8987,30,35
"290",9574,"Nürnberger Land",2013,"9574y2013",534,210,32,160,197,2,26,931,83,6748,23,71,843,29.3,6.4,2771,315,3.5,799.57,165000,80818,84182,206,16.3,7.4,22.9,31.6,21.8,10207,9187,78232,163967,44749,40986,129036,75,41465,24952,8969,4269,3695,12710,18.3,30
"291",9575,"Neustadt a.d.Aisch-Bad Windsheim",2013,"9575y2013",268,85,13,99,118,3,10,491,80,3070,5,24,456,23.8,5,1399,194,2.9,1267.55,97482,48296,49186,77,17.2,8.1,23.1,31.8,19.7,5819,5524,63910,97475,19140,14425,77376,70.7,26640,11468,4480,2414,1993,7208,26.7,26
"292",9576,"Roth",2013,"9576y2013",304,137,21,91,116,1,17,528,72,3874,16,39,629,25.8,6.3,2115,233,3.5,895.39,123431,61021,62410,138,17.2,7.9,23.4,31.6,19.8,6648,6094,47397,123344,51153,24794,97066,74.1,34716,16155,5278,3198,2699,9347,12.2,15
"293",9577,"Weißenburg-Gunzenhausen",2013,"9577y2013",351,62,12,84,106,1,12,525,39,3656,6,20,470,26.8,2.6,1692,191,3.8,970.91,92331,45817,46514,95,16.9,8,23,31.3,20.9,4958,4496,51363,92371,26834,14172,72543,68.8,24508,11560,3751,1922,1716,5999,36.9,34
"294",9661,"Aschaffenburg",2013,"9661y2013",592,175,18,153,199,2,36,582,96,6053,12,34,345,38.6,3.8,2410,235,7.3,62.47,67844,32509,35335,1086,15.6,7.7,26.9,29.9,19.9,4580,4225,10717,67359,34587,22055,50016,65.8,14256,7535,3442,1859,1438,3877,34.1,23
"295",9662,"Schweinfurt",2013,"9662y2013",457,140,22,135,160,4,12,512,30,4558,9,26,353,37.2,5,1692,155,7.1,35.7,51851,24974,26877,1452,15.3,8.3,24.3,28.3,23.9,3477,3461,15030,52143,21711,15402,39119,60.1,10005,6072,1735,1032,1836,2573,103.6,54
"296",9663,"Würzburg",2013,"9663y2013",931,247,20,293,354,2,47,1271,171,10852,36,83,516,39.5,5.5,3274,238,5.4,87.63,124698,58690,66008,1423,12.2,13.2,29.9,24.9,20,11056,10749,27609,124297,64017,32671,99818,69,27301,15618,10174,4152,3347,7878,89.2,111
"297",9671,"Aschaffenburg",2013,"9671y2013",408,182,42,84,111,6,15,590,44,4847,53,103,678,21.2,4.8,3183,375,3.8,699.15,172791,85792,86999,247,16.5,7.9,23.4,32.3,19.9,10600,9941,19554,172612,113691,39367,134155,73.3,47485,20873,7693,5144,3253,12491,34.1,23
"298",9672,"Bad Kissingen",2013,"9672y2013",377,150,13,76,98,0,12,590,43,4209,13,35,529,27.1,1.7,2259,247,4.6,1136.96,102865,50217,52648,90,15.7,7.5,21.9,31.9,22.9,5380,5161,18491,104020,72175,13354,84663,70.7,32498,10263,4022,2709,2574,7105,23.2,24
"299",9673,"Rhön-Grabfeld",2013,"9673y2013",297,103,11,78,85,1,5,355,27,2813,10,18,334,25.5,4.1,1414,179,3.7,1021.77,79965,39598,40367,78,17,8.1,22.5,32.1,20.3,4043,3974,18227,80829,53117,9485,64940,71,25522,7466,2977,2221,2117,5259,24.9,20
"300",9674,"Haßberge",2013,"9674y2013",395,83,9,88,102,1,7,381,16,2806,8,12,417,22.5,3.2,1706,232,4,956.38,84090,42012,42078,88,16.9,8.2,23.4,32.5,19,4284,4181,22029,84575,53884,8662,68391,72.3,24740,10202,2875,2412,2255,6405,8.3,7
"301",9675,"Kitzingen",2013,"9675y2013",270,135,9,74,93,3,15,431,26,3441,19,50,456,34.8,3.9,1579,181,3.7,684.19,88097,43821,44276,129,16.7,8.4,23.9,31.5,19.5,5543,5126,33340,87719,41163,13216,69454,71.2,24998,9865,3502,2145,1917,6557,30.8,27
"302",9676,"Miltenberg",2013,"9676y2013",454,157,11,117,136,6,7,603,63,4221,15,40,620,21.5,3.3,2552,287,4.1,715.86,127909,63644,64265,179,17.2,8,23.7,31.3,19.7,7563,7349,15595,128406,83021,29789,96417,71.3,33678,14736,4570,3381,2391,9111,25,32
"303",9677,"Main-Spessart",2013,"9677y2013",303,85,7,90,106,1,6,621,36,3809,8,38,562,25.8,2.4,2014,285,3.2,1321.42,126295,62782,63513,96,15.9,7.9,22.8,32.6,20.9,6235,5968,19305,127508,88247,19956,101345,73.4,36275,15750,5402,3032,2448,10656,17.3,22
"304",9678,"Schweinfurt",2013,"9678y2013",324,118,17,60,75,1,7,391,32,3141,10,26,410,NA,5.8,1792,215,3.2,841.46,113007,56262,56745,134,16.5,8.1,22.8,32.2,20.4,6808,6363,21302,113084,76688,15094,91577,74.6,36261,12935,4666,2729,3187,7844,103.6,54
"305",9679,"Würzburg",2013,"9679y2013",287,190,16,66,77,0,7,475,42,3725,33,64,728,15.3,3.9,2520,264,3.2,968.4,158580,78529,80051,164,16.8,8,23.9,31.9,19.4,10420,9771,30139,158095,101125,26831,126779,77,46886,21607,9137,4333,3290,11548,89.2,111
"306",9761,"Augsburg",2013,"9761y2013",2500,509,74,560,719,7,125,1836,242,22297,58,147,1201,32.7,4.6,9429,868,7.3,146.84,276542,134549,141993,1883,15.1,9.5,29.2,26.2,20.2,20307,16137,44979,267767,123043,99745,187230,63.7,50572,26667,12951,5466,6814,15691,52.7,142
"307",9762,"Kaufbeuren",2013,"9762y2013",319,105,8,81,101,3,8,375,68,2646,2,8,268,29.2,5.1,1394,160,7,40.03,41759,20258,21501,1043,16.3,7.6,23.9,29.5,22.7,2355,2016,8947,41550,20240,12363,31405,62.5,9964,3405,1585,959,852,2719,77.2,32
"308",9763,"Kempten (Allgäu)",2013,"9763y2013",592,100,6,149,181,7,19,487,68,4368,5,21,311,23.2,6.7,1668,161,5.5,63.28,65044,31905,33139,1028,15.2,9,25.9,27.5,22.3,4715,4111,11481,64078,31191,21406,48019,61.6,13660,5835,2662,1776,1459,4015,60.7,39
"309",9764,"Memmingen",2013,"9764y2013",308,161,5,97,127,3,22,334,45,3393,6,11,229,22.3,6.6,882,93,4.4,70.14,41772,20371,21401,596,16.5,8,25.1,28.8,21.6,2562,2245,11202,41241,17342,12697,29909,63.9,9107,3883,1414,937,696,2909,65.5,27
"310",9771,"Aichach-Friedberg",2013,"9771y2013",292,143,9,93,112,3,10,416,46,3771,26,55,648,17.1,3.7,1840,208,2.9,780.33,128435,63741,64694,165,18.1,8,24.5,30.7,18.7,8991,7758,13324,126387,86479,26584,98501,72.4,39742,10997,4899,3292,1982,9977,7.9,10
"311",9772,"Augsburg",2013,"9772y2013",824,226,34,185,218,2,19,854,92,8301,51,115,1123,19.2,5.7,3732,429,3.2,1071.12,240911,119037,121874,225,17.6,8,23.8,30.8,19.7,16646,14605,32810,237095,148274,56011,184614,71.3,69124,23183,9429,6105,4548,18352,52.7,142
"312",9773,"Dillingen a.d.Donau",2013,"9773y2013",332,86,22,75,90,1,8,403,21,3099,10,31,430,25.6,4.2,1368,145,2.9,792.22,93129,46180,46949,118,17.8,8.5,24.1,30.8,18.9,5142,4946,12461,93308,65291,15556,72098,67.1,25844,7873,2785,2470,1545,7392,19.3,18
"313",9774,"Günzburg",2013,"9774y2013",422,193,15,129,153,0,17,519,35,4971,21,79,556,27.3,7.2,2075,241,3.5,762.44,120696,60320,60376,158,17.8,8.5,24.6,30.5,18.6,8155,7362,14206,120182,79930,26047,89221,66,32239,9655,3371,2505,1857,8744,23.3,28
"314",9775,"Neu-Ulm",2013,"9775y2013",807,251,36,217,273,3,44,855,119,7966,33,75,733,21.4,6.4,3207,328,3.9,515.87,166643,82229,84414,323,17.3,8.1,25.6,29.4,19.5,12634,11231,31998,163854,83673,48183,122438,69,41121,17332,6178,4168,3636,11387,15.2,25
"315",9776,"Lindau (Bodensee)",2013,"9776y2013",209,80,5,70,99,3,20,429,53,3448,13,33,510,29,4.2,1233,144,3.4,323.44,78939,38653,40286,244,17.2,7.5,23.2,29.9,22.2,6203,5696,13395,78420,42937,22090,59070,69.6,20244,7076,4419,2374,1669,5020,40.8,32
"316",9777,"Ostallgäu",2013,"9777y2013",435,113,14,109,128,1,9,480,82,4271,14,37,766,17.6,3.6,1970,246,3.1,1394.92,134771,66693,68078,97,18,8.1,23.5,30.1,20.3,8412,7483,14532,133586,92503,26550,103324,71.4,41814,10245,5286,3224,2157,10598,23.2,31
"317",9778,"Unterallgäu",2013,"9778y2013",412,151,14,123,140,4,9,454,28,4288,24,61,616,23.7,2.7,1591,216,2.5,1230.06,137484,68733,68751,112,18,8.3,23.5,29.8,20.4,9170,7922,17946,135161,93875,23340,105895,69.3,42017,9474,4368,3369,2030,11501,20.6,28
"318",9779,"Donau-Ries",2013,"9779y2013",465,122,27,96,114,2,11,590,21,4130,16,32,637,19.3,3.4,1543,160,2.4,1274.68,129422,65203,64219,102,17.8,8.3,24.8,30,19,7789,7169,33635,127920,75467,18818,99965,70.1,38455,12350,4319,2812,2393,9005,36.7,47
"319",9780,"Oberallgäu",2013,"9780y2013",478,90,25,99,119,4,8,561,77,4772,10,26,1036,16.6,2.7,2525,285,3.6,1528.01,150478,73788,76690,98,16.8,7.8,23.1,30.5,21.8,10487,9163,19839,148650,94761,34049,117189,72.5,46998,11865,7248,4599,2446,11186,26.2,39
"320",10041,"Regionalverband Saarbrücken",2013,"10041y2013",2274,3451,132,879,1286,8,366,3578,521,32810,366,877,1412,33.6,6.2,15895,1600,10.6,410.63,325978,158386,167592,794,14.2,8.4,24.2,31.2,22,19765,18687,76989,327065,169460,80616,253130,70,58869,54144,12390,7584,19844,20287,23.2,76
"321",10042,"Merzig-Wadern",2013,"10042y2013",364,385,31,114,163,3,33,753,59,5439,67,175,483,25.4,5.4,2748,317,5.5,555.16,103135,50638,52497,186,15.6,7.2,22.9,33.6,20.7,5287,5090,7535,103636,82181,13920,81462,73.4,24489,17232,2833,2172,4778,6463,10.6,11
"322",10043,"Neunkirchen",2013,"10043y2013",644,751,39,192,278,2,62,1058,77,8468,81,204,599,24.7,5.4,5531,659,8.7,249.25,133222,64864,68358,534,13.8,7.4,22,33.5,23.2,6861,6808,33561,135531,79445,22525,110145,71.2,26911,25828,3355,2408,8299,9500,9.6,13
"323",10044,"Saarlouis",2013,"10044y2013",939,927,74,301,399,1,80,1682,141,13373,216,461,954,32.6,3.5,6773,800,7.2,459.03,195976,95367,100609,427,14.6,7.6,22.2,33.5,22.2,12225,11715,17068,197877,148999,31810,158618,73,44268,34555,5950,4109,10472,13251,8.6,17
"324",10045,"Saarpfalz-Kreis",2013,"10045y2013",497,732,41,217,272,4,42,1297,263,8477,128,287,621,32.9,4.5,4471,447,6.5,418.39,143851,69614,74237,344,14,7.7,21.7,33,23.5,7684,7153,38205,145394,78099,29090,118129,74.7,33271,25789,4933,3535,7971,10644,22.1,32
"325",10046,"St. Wendel",2013,"10046y2013",272,231,11,82,100,1,12,522,34,3535,42,91,433,33.7,4.9,1964,161,4.5,476.23,88556,43540,45016,186,14.2,7.4,21.6,34.4,22.4,4044,4040,17684,90120,61512,10924,74588,77.9,24560,17044,2537,1698,4681,5906,17.8,16
"326",12051,"Brandenburg an der Havel",2013,"12051y2013",415,300,60,94,147,1,42,1599,952,7969,41,76,277,37.6,7.4,4973,485,14.5,229.71,71032,34852,36180,309,12.5,5.8,24.1,31.2,26.5,2786,2596,6657,71569,1867,63045,60766,60.7,12232,9890,1492,741,8451,3488,12.6,9
"327",12052,"Cottbus",2013,"12052y2013",456,365,173,186,270,1,64,1240,293,10169,43,93,316,45.2,8.6,6330,581,13.2,165.15,99595,48907,50688,603,12.8,7.7,25.3,30.9,23.3,4640,4560,11181,99984,3502,85301,83462,65.7,17723,12528,2300,1299,13104,7139,5,5
"328",12053,"Frankfurt (Oder)",2013,"12053y2013",286,371,283,108,169,2,54,641,160,8195,27,52,200,41.5,6.8,4566,315,16,147.85,58018,27733,30285,392,12.9,7.1,23.7,32.8,23.6,2860,3052,5120,59140,2418,51602,47973,64.9,9669,6949,1257,593,8294,3733,8.5,5
"329",12054,"Potsdam",2013,"12054y2013",704,909,291,220,339,5,99,1860,698,16438,102,204,838,55,4.2,6461,565,8.4,188.25,161468,77383,84085,858,16.1,7.1,30.6,26.7,19.4,10156,8431,22626,156021,7077,126318,128279,73.6,25142,23610,9586,2524,22430,9889,33,52
"330",12060,"Barnim",2013,"12060y2013",659,926,211,225,299,6,60,1281,259,13430,160,289,879,37.3,7.1,8957,849,10.6,1479.69,173754,85935,87819,117,14.7,4.8,23.4,35,22,10041,8804,21838,172164,4330,145997,148254,68.4,32441,21181,4682,2261,26514,12763,8.7,15
"331",12061,"Dahme-Spreewald",2013,"12061y2013",540,935,364,171,254,4,68,1243,286,14486,177,343,741,37.5,7.1,6235,450,8.1,2274.28,160793,79404,81389,71,14.6,5.1,23.3,33.9,23.1,9768,8707,30213,160162,5043,124906,134465,72.4,32935,21548,4251,2652,20455,13753,6.9,11
"332",12062,"Elbe-Elster",2013,"12062y2013",370,394,64,127,170,4,29,915,169,6848,30,88,342,32.1,8.6,7252,541,14,1899.57,106157,52428,53729,56,13,4.5,21.8,35.3,25.4,3813,4408,29515,110189,3544,77129,92466,68,25109,12210,1685,1599,12666,8397,7.3,8
